scorer,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000,DLC_snapshot-200000
bodyparts,nose,nose,nose,left_ear,left_ear,left_ear,right_ear,right_ear,right_ear,left_ear_tip,left_ear_tip,left_ear_tip,right_ear_tip,right_ear_tip,right_ear_tip,left_eye,left_eye,left_eye,right_eye,right_eye,right_eye,neck,neck,neck,mid_back,mid_back,mid_back,mouse_center,mouse_center,mouse_center,mid_backend,mid_backend,mid_backend,mid_backend2,mid_backend2,mid_backend2,mid_backend3,mid_backend3,mid_backend3,tail_base,tail_base,tail_base,tail1,tail1,tail1,tail2,tail2,tail2,tail3,tail3,tail3,tail4,tail4,tail4,tail5,tail5,tail5,left_shoulder,left_shoulder,left_shoulder,left_midside,left_midside,left_midside,left_hip,left_hip,left_hip,right_shoulder,right_shoulder,right_shoulder,right_midside,right_midside,right_midside,right_hip,right_hip,right_hip,tail_end,tail_end,tail_end,head_midpoint,head_midpoint,head_midpoint
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
frame0000,122.85597278911564,44.66032653061224,0.9990000128746033,189.04928098345937,141.09109989985842,0.5509999990463257,182.09300680272108,146.8681088435374,0.9980000257492065,182.73175888324872,40.13989340101523,0.25599998235702515,203.17,156.127,0.859000027179718,142.61911224489796,44.02028571428571,0.6304999589920044,135.25253741496599,33.65139795918367,0.6469999551773071,179.765,143.17303401360545,0.5989999771118164,192.78859863945578,126.29597278911564,0.35199999809265137,167.47797715736039,178.267461928934,0.7940000295639038,155.794,177.8488730964467,0.6790000200271606,155.271,178.244385786802,0.49799999594688416,147.129,177.4847918781726,0.6290000081062317,137.581,182.843,0.9649999737739563,126.07365986394557,191.94239593908628,0.7260000109672546,121.51145177664974,199.12099492385784,0.10000000149011612,111.22612944162437,208.95232994923856,0.14900000393390656,98.92045578231293,216.00732653061226,0.3174999952316284,79.8735238095238,229.05017687074832,0.1120000034570694,154.53556462585036,132.466,0.1940000057220459,148.531,140.896,0.30399999022483826,139.775,155.648,0.675000011920929,164.7786192893401,206.0673502538071,0.210999995470047,173.48247619047618,179.918,0.2029999941587448,168.8415231188922,187.40995925273663,0.2434999942779541,,,,189.11692517006801,139.52125170068027,0.34700000286102295
frame0001,122.85597278911564,44.6556462585034,0.9990000128746033,178.43122842639593,45.488324873096445,0.24199999868869781,182.0848163265306,146.88682993197278,0.9980000257492065,182.73132233502537,40.13895685279188,0.2565000057220459,203.174,156.127,0.8569999933242798,142.61852721088434,44.02028571428571,0.6304999589920044,135.2523673469388,33.653068027210885,0.6464999914169312,179.776,143.1683537414966,0.6069999933242798,192.78859863945578,126.29363265306122,0.35199999809265137,167.46878680203045,178.2733350253807,0.7854999899864197,155.795,177.8663350253807,0.6499999761581421,155.283,178.26708629441623,0.4970000088214874,147.167,177.54503553299492,0.6399999856948853,137.627,182.856,0.9620000123977661,126.07248979591837,187.677,0.7329999804496765,,,,111.3237461928934,205.66739086294416,0.14249999821186066,99.01883673469388,211.06997959183673,0.3240000009536743,79.8934149659864,229.08176870748298,0.11100000143051147,154.53439455782313,132.465,0.19699999690055847,148.526,140.906,0.2980000078678131,139.772,155.653,0.6669999957084656,164.7960812182741,206.0839390862944,0.2029999941587448,173.51172789115645,179.927,0.19599999487400055,173.41344217687075,182.64995918367347,0.37700000405311584,,,,189.12511564625848,139.52008163265305,0.3479999899864197
frame0002,122.534,43.547591836734696,0.9990000128746033,189.4915904554715,144.33672012155117,0.5444999933242798,181.04345578231295,145.57752380952383,0.9990000128746033,209.88448979591837,146.74984353741496,0.4035000205039978,211.811,150.57595939086292,0.7440000176429749,142.69394217687073,43.77768707482993,0.7669999599456787,134.90782653061223,33.19150340136054,0.5550000071525574,179.2485714285714,143.5228843537415,0.5979999899864197,174.04410884353743,136.30239455782313,0.46399998664855957,164.84869864290891,166.1748133568148,0.6535000205039978,150.78026395939085,177.32501522842637,0.5529999732971191,150.61166131427188,175.57885203218342,0.6675000190734863,145.07330467212265,171.7182808798646,0.8184999823570251,137.2498883248731,182.77139086294414,0.9459999799728394,125.92389115646257,191.7682993197279,0.6399999856948853,,,,107.61786802030457,199.6972385786802,0.15299999713897705,97.55325170068026,211.696,0.2759999930858612,80.04201360544218,228.93785034013607,0.2930000126361847,148.20606678407404,134.73083580234123,0.12350000441074371,148.051,140.487,0.8730000257492065,139.63352477640802,152.43759701647156,0.902999997138977,163.3274557823129,136.15028571428573,0.39899998903274536,176.06988324873095,175.16247461928936,0.10099999606609344,173.3853605442177,182.3761632653061,0.16200000047683716,,,,188.87238095238092,140.02321088435374,0.42500001192092896
frame0003,123.0326530612245,42.37986394557823,0.9980000257492065,197.6099523809524,143.5659081632653,0.847000002861023,179.86168707482992,143.68460913705582,0.9990000128746033,206.0593843537415,150.41320408163267,0.7319999933242798,193.3623328844228,143.34841948962327,0.7005000114440918,143.0236836734694,43.28045578231293,0.6115000247955322,134.9992385786802,29.630903553299493,0.33550000190734863,186.491,136.97,0.8029999732971191,189.69051360544216,117.4788775510204,0.5045000314712524,189.8582006802721,108.1021224489796,0.8255000114440918,153.42874111675127,178.2839847715736,0.44950002431869507,150.38544024310232,175.40600566317897,0.5325000286102295,145.09915604820608,174.7047547912566,0.6024999618530273,136.94242176870748,181.87,0.9350000023841858,125.58340136054422,187.713,0.7580000162124634,,,,106.57153617182912,209.72424344763283,0.16249999403953552,94.46379695431472,206.41222335025378,0.20800000429153442,80.21518367346938,229.015074829932,0.3490000069141388,,,,148.253,135.04223129251702,0.6320000290870667,139.42336689802823,152.4976090334611,0.7900000214576721,158.83096598639457,138.08471088435374,0.4884999990463257,157.2053807106599,191.8192893401015,0.10499999672174454,,,,,,,183.6433469387755,142.64650340136055,0.18400000035762787
frame0004,123.1508299319728,39.06146192893401,0.996999979019165,197.68831972789116,143.04769047619047,0.9004999995231628,181.368,140.266,0.9990000128746033,209.34644217687077,142.9001292517007,0.9309999942779541,172.9571156462585,127.86503401360544,0.8349999785423279,142.75563451776648,44.357,0.796999990940094,136.99011540453745,31.510018094547462,0.6605000495910645,187.125,135.85074829931972,0.8299999833106995,188.057,115.789,0.578000009059906,189.97620408163266,107.95115646258503,0.8615000247955322,156.66198730964467,178.68278934010152,0.5174999833106995,197.086730964467,108.10209390862943,0.6434999704360962,144.7858955765047,171.23988936082048,0.8689999580383301,136.66160544217686,179.28835374149662,0.9779999852180481,125.78933333333333,187.739,0.8379999995231628,,,,107.882,210.45779591836734,0.2029999941587448,99.855,211.583,0.3100000023841858,83.878,228.102,0.12099999934434891,,,,148.885,140.322,0.5649999976158142,140.287,150.27997969543145,0.6729999780654907,159.49952721088437,138.2397619047619,0.49400001764297485,164.044,180.181,0.13600000739097595,,,,,,,184.9327619047619,142.33760544217688,0.5210000276565552
frame0005,122.55760544217686,41.5,0.9980000257492065,195.4497993197279,142.24236394557823,0.9869999885559082,181.135,137.99548299319727,0.996999979019165,209.0146836734694,142.16687755102043,0.9900000095367432,172.74182312925169,128.04756462585036,0.9419999718666077,143.05131292517007,43.47103401360544,0.8224999904632568,163.57959863945578,151.2400612244898,0.8575000166893005,187.945,136.16315646258502,0.5569999814033508,187.515,109.045,0.7440000176429749,189.47421088435374,107.96337414965986,0.9594999551773071,156.5262157360406,178.3548197969543,0.3400000035762787,150.60987057564142,171.67633364411753,0.7960000038146973,140.99057798957148,170.7368818674678,0.8659999966621399,136.853,178.96190476190475,0.9440000057220459,125.41608163265306,187.776,0.9160000085830688,,,,106.77530322179632,209.80564929728234,0.40549999475479126,99.999,211.633,0.26899999380111694,80.19997278911565,228.97178231292517,0.2980000078678131,,,,148.477,140.48,0.3779999911785126,139.33192043924169,152.67778763078837,0.7059999704360962,159.56840136054421,134.05663265306123,0.7675000429153442,173.605,179.593,0.25200000405311584,173.0951836734694,172.64236734693878,0.1120000034570694,,,,185.09891156462584,142.39493877551018,0.7630000114440918
frame0006,121.895,38.567289340101524,0.9990000128746033,194.03492517006802,134.71444557823128,0.9629999995231628,187.793,135.80160544217688,0.9869999885559082,208.86757482993198,142.02434353741495,0.7289999723434448,182.76228571428572,127.71058503401359,0.2199999988079071,145.0814149659864,42.59983673469388,0.8399999737739563,137.41161904761904,31.452426395939085,0.6690000295639038,184.86278231292516,129.5298231292517,0.7745000123977661,173.45907482993198,136.19825850340135,0.777999997138977,161.24824489795918,170.497,0.9129999876022339,154.95795918367347,171.10372789115647,0.8650000095367432,156.008,171.974,0.7480000257492065,146.7277006802721,171.89703401360543,0.9679999947547913,136.604,178.28978680203045,0.9789999723434448,125.04165986394558,187.717,0.9200000166893005,123.175,195.994,0.10999999940395355,107.84,204.01,0.2919999957084656,97.45028571428571,206.30919796954313,0.6520000100135803,87.43526661832246,224.25822265962222,0.18050000071525574,148.586,129.92984771573603,0.18000000715255737,147.1754557823129,133.46062925170068,0.8675000071525574,140.257,150.3742741116751,0.7839999794960022,,,,171.38795939086293,170.54454822335023,0.16599999368190765,168.73359176767153,178.2655450119134,0.44449999928474426,,,,142.31004421768705,38.782833333333336,0.31599998474121094
frame0007,123.01492385786803,44.080893401015224,0.9980000257492065,193.6963299319728,134.65156462585034,0.8450000286102295,192.67393197278912,136.01104761904762,0.9559999704360962,179.07011421319797,32.76451015228426,0.6044999957084656,210.65553741496598,148.516,0.7289999723434448,142.8088934010152,42.82682993197278,0.8370000123977661,137.5251156462585,31.076121827411168,0.7570000290870667,189.347231292517,129.63025510204082,0.7720000147819519,,,,163.935,170.8195736040609,0.8539999723434448,156.365,170.715,0.8299999833106995,155.746,171.832,0.8769999742507935,147.22497959183673,171.002,0.9449999928474426,137.173,178.68704568527917,0.9860000014305115,125.02761904761905,191.89961421319796,0.8840000033378601,,,,107.39086294416244,204.037,0.3409999907016754,100.167,205.87264974619288,0.5730000138282776,87.43664753617182,224.32602127145273,0.16750000417232513,153.17656921855036,122.25532994923859,0.5390000343322754,150.64406091370557,135.95371428571428,0.75,140.22,150.25204060913705,0.6660000085830688,191.18629441624364,156.7312893401015,0.13300000131130219,183.74865306122447,164.440730964467,0.34700000286102295,169.26739818363893,178.51798273421042,0.5580000281333923,,,,138.7253843537415,38.50594217687075,0.42399999499320984
